Date,PCT_10,PCT_12,PCT_14,PCT_16,PCT_18,PCT_20,PCT_22,PCT_24,PCT_26,PCT_28,PCT_30,PCT_32,PCT_34,PCT_36,PCT_38,PCT_40,PCT_42,PCT_44,PCT_46,PCT_48,PCT_50,PCT_52,PCT_54,PCT_56,PCT_58,PCT_60,PCT_62,PCT_64,PCT_66,PCT_68,PCT_70,PCT_72,PCT_74,PCT_76,PCT_78,PCT_80,PCT_82,PCT_84,PCT_86,PCT_88,PCT_90,PCT_92,PCT_94,PCT_96,PCT_98,PCT_100
2026-05-01,13.469277760512904,15.509535289815595,17.360118674301035,19.678131604814332,22.312680971247968,24.914107326560174,27.018638433024517,29.490144297070042,30.670931591653872,30.865048891488055,31.356390941088392,31.55091484964182,28.02430982738029,25.87843528876424,23.771605945585573,22.194425152309062,20.878197548024552,19.59462177309008,18.595566981933302,18.329219327884793,18.59885641462893,18.60692548435144,18.95298578995218,19.475240041170245,19.817162543352893,20.099843162160568,19.958375470274838,19.735612984081612,19.27887000478047,18.97673295458947,18.39385122920424,17.695494349568765,17.27144615377191,17.01991954965655,16.645647120260197,16.358468344170635,16.130824028891993,16.356497901060578,16.49527671343517,16.558183240386835,16.923961110635346,17.367440645560766,17.94880121356421,18.443443588419616,18.596329783101943,18.561038952048904
2026-05-04,6.345314351647817,8.49733580902238,10.288479746084448,12.001433084350142,14.525457409394487,17.13535730581163,19.13742822847744,21.218391687253373,23.298317462899025,23.63882995381951,24.09957555002011,24.424971918811387,23.346339173186472,20.380201236917962,18.546034726853154,16.723956757967766,15.605835575294805,14.519944623516826,13.359837928327604,12.623925427240954,12.835182125850558,12.977438395496318,13.063992313764917,13.585248061872731,13.983039530623584,14.189633073068379,14.475518868107287,14.165638214490132,13.89367568087817,13.48833172664875,13.031611839949775,12.581083713524203,11.94529933070515,11.69950448176095,11.377639055017843,11.077529686913095,10.80505849734762,10.793237405907256,11.058566162031802,10.971533125727996,11.315226245001238,11.677209149949455,12.204067880319228,12.733997312461543,13.02293240368712,13.042596657350602
2026-05-05,6.794819988944843,9.21501635388699,11.12213464879264,12.884733761743561,15.043540714411396,17.482928212626273,19.907344542980752,21.912502558280263,24.238442538304053,25.441003742406664,25.766388982839246,26.338647020602334,26.635318521417105,23.57863134673302,21.72172195411988,19.872635196494333,18.485083606177078,17.32160127763306,16.176285150283174,15.284157712187618,15.064868097017742,15.34089361798275,15.372289561547733,15.717422444326646,16.2266421517121,16.56709914689955,16.85160336475046,16.73772793159217,16.54600060831892,16.13261347626791,15.86286826668131,15.326859699647583,14.679787945891182,14.290011103454145,14.062186088776926,13.717128893006109,13.453589799499758,13.24570298483203,13.46769163341201,13.607023185912146,13.674039886302495,14.028972237192349,14.457923224206679,15.01827133202805,15.496236313294503,15.648717261202485
2026-05-06,15.5462204998567,17.021278192217352,19.402986757648076,21.442127309976613,23.39331852150408,26.1196729302351,28.937731650484448,31.163833438488535,33.46555748014657,35.76505903979159,36.314352051451586,36.96498357691421,37.46209992407234,36.50465685173422,33.567665389675966,31.761185664883868,29.939533095384714,28.834766900073394,27.74955310379698,26.57317812069474,25.836529865809588,26.10229579379009,26.292293014585155,26.420566777740706,27.012569811968106,27.47157528869344,27.724328098216795,28.0611230056449,27.755051107273893,27.48732669476478,27.07319380156313,26.600997982338644,26.133108982071963,25.461949739617374,25.212064430177072,24.878051698398046,24.566282324178513,24.28333931279183,24.283582316818965,24.5857360384603,24.502856053166365,24.890091590999177,25.297265795045266,25.88475753162655,26.47572411792909,26.802982834479284
2026-05-07,4.9104301751450095,6.347308880878355,8.698973296473572,10.626012415741066,12.422316575951998,14.559148664584848,16.946389905062514,19.325682825013534,21.332344525663398,23.627690088943552,24.904102099022975,25.36940386602134,26.046368564285068,26.45752053488944,23.732954413961437,22.08932230794183,20.42693065337358,19.180092692878347,18.131058294918358,17.087209080856546,16.275752785940483,16.103908222592153,16.405820539465694,16.469931945463962,16.835363481293165,17.358713182055073,17.717862831916555,18.021798815781978,17.937352748277497,17.775229559785416,17.394982122241505,17.152742579049544,16.648274668685698,16.032715661877916,15.667133141891654,15.458950781485811,15.13437557611878,14.888688536538494,14.696731402919156,14.927485410619425,15.076502714251832,15.15384992582921,15.51503388900597,15.949259400998475,16.51331089577218,16.996052525768842
2026-05-08,8.042446664428986,9.326142522775173,10.736681042899951,12.883022370574038,14.766464784376133,16.583882163986093,19.059815162721648,21.62648142064529,23.697987092922087,25.83767401522468,27.97859166780797,28.602679350392947,29.3037460916452,29.861256407062932,29.126952696056797,26.615468068310804,25.079295016210246,23.509281914936462,22.568029226477563,21.633776404464385,20.607459423759,19.972693693887102,20.2466573183613,20.450030477111444,20.59546983204064,21.164322020919112,21.610953696000514,21.86767353865741,22.20079491966127,21.941382306184966,21.7153296467503,21.35234605793828,20.93373816026688,20.517196730298597,19.910487551837008,19.692621132399097,19.395524229969073,19.117940689056358,18.866131996155154,18.877091759129417,19.168870971594806,19.101603025830123,19.472351697852066,19.861695466926246,20.41937850292306,20.980440115986983
2026-05-11,41.63142153424241,43.862522697504644,46.47384607164573,50.00400167872922,52.980422916381464,55.747510867277185,58.88587921102479,62.30813925283767,65.70776354007101,68.63309703675355,71.90632555135697,73.8872440718936,74.81793811764105,75.99066037234459,76.80032154763192,73.52680267933557,71.5959042690179,69.5981090011507,68.11251095622175,66.86243466942697,65.59753964477117,64.62453111817787,64.49550730260853,64.99573015088728,65.17070002678365,65.74742290876068,66.53450752477296,67.09661995431884,67.580921563273,67.5341640692674,67.37733741314098,66.91854652167547,66.6436131848813,66.0056695223607,65.21063772831376,64.7542606435747,64.51094234023988,64.10461960349643,63.80420338124028,63.575522146217864,63.928825103261445,64.1681550285617,64.30723726833499,64.83825986215085,65.46995147052537,66.28123485416826
2026-05-12,32.36980796441987,36.47383317931794,39.26385525655624,41.93250658736471,45.2282721272801,48.1481467878065,50.92141126983331,54.38126990027644,57.91578855535662,60.86025705627184,63.858386270258535,66.83834757600152,68.01986893365408,69.25646695557643,70.29241511422725,69.74956744953317,67.01009528884313,65.394136004193,63.69299007898306,62.73098434450273,61.75151313655759,60.63388347741336,59.98562253517402,60.464827203913096,60.84783186858389,61.15067680423546,61.98324608192126,62.6569170707983,63.08509218307691,63.606037366450565,63.36683674893708,63.16399230216669,62.77996945082723,62.31862555452088,61.85424228347506,61.139425677873916,60.921025389542535,60.59642109254381,60.293309703413286,60.020169170406014,60.08508242510418,60.51282789280828,60.472202897832496,60.999854273962974,61.55076811233036,62.320307883425585
2026-05-13,32.7558214936286,38.07602174230631,41.19776401659501,44.42644826743263,48.29648685124033,51.63883902143095,54.744694930859374,58.12553960973861,61.72501499889943,65.2848021214191,68.40659610935202,71.82148935137714,74.06046722849426,75.32374949114671,76.77772175836807,77.87450440564758,75.1666923088027,73.64321428821346,72.01244697690007,70.82644191360879,69.83432441322066,68.80345586704495,68.03045998975105,68.0520910759019,68.67024370317179,68.96750060733896,69.64692547599576,70.52572413302465,71.18196175257569,71.75821322827541,71.81181501936506,71.75211923476668,71.39079183379098,71.20388390909784,70.6545823443741,69.94438322846135,69.56265394840545,69.38715418294468,69.04651527559736,68.80711308357131,68.63566528097948,69.04009319792804,69.32955554209471,69.51750287449944,70.09457259958,70.77111984234952
2026-05-14,13.408516882233732,18.150494189834372,22.032261357556642,24.890385803483408,27.589578065876797,30.7252433115754,33.54199954005511,36.21824548074744,39.42326211504017,42.68017542694036,45.452917246153454,48.25938091820849,51.04311063953531,52.337900217179765,53.65825918381185,54.79456440506772,54.59074259370683,52.50374502376262,51.326785307994285,50.04748943150166,49.37690365931218,48.673120766733255,47.83331621187944,47.386273733865224,47.911231873578764,48.34714045628232,48.707977187835674,49.528845248412196,50.20746418511808,50.667151600606985,51.205341781830086,51.069374557198365,50.96082942761736,50.68737783164383,50.340759238193975,49.98704760455307,49.406075534687574,49.263690702989685,49.0234828148944,48.79954704731503,48.59974612303475,48.70069499785905,49.12569846839528,49.128875396129004,49.64145656503985,50.17423068379871
2026-05-15,-0.8434450775193579,2.507756526399577,6.225898143140204,8.573845220223594,11.003073778564707,13.87396214200827,16.399564275524696,18.76797067790275,21.328302769813575,24.044121575532113,26.736495737252607,29.125161258881548,31.72045619313438,33.48719582184857,34.55774760174853,35.755532015689326,36.69142944918242,34.88520460839654,33.905065635541874,32.82811316896312,32.05841700018857,31.41778973126481,30.73813156181616,30.238846616664468,30.318856041961688,30.83605245638464,31.113309512131217,31.671508888509326,32.376260846765526,32.91429738435351,33.39132281962887,33.47692783062274,33.475540398628155,33.24604003429699,33.144460651612825,32.768658073985996,32.26913451998799,32.01389475136029,31.911919254328176,31.683772495007233,31.53027980909578,31.426628575093336,31.75718399136403,32.00017592420288,32.16564549856727,32.625269623807625
2026-05-18,-8.915320100582822,-5.981112770548326,-2.6842517353182305,0.11872309397068338,2.25068134914363,4.3012626334786095,6.6955341342037995,8.875499786346728,10.965037567915372,13.458755479346717,16.002071587048704,18.191186972578503,20.411067479380375,22.618414376478245,23.702950353507944,24.804123284308414,25.762791490994147,25.694245674667755,24.170759131060564,23.331039491178327,22.401027579449014,21.933474978257497,21.4335913591535,20.821595073880964,20.51109667452143,20.958488585786558,21.334964655768363,21.651322139714743,22.32841057969695,22.8932192375961,23.284979039312105,23.73791671424238,23.657659179044465,23.59742320263423,23.405082384760558,23.153048432880382,22.893702976541324,22.452167670154395,22.357724146346573,22.18434322968615,22.02281933422504,21.879528625353373,21.97538076284422,22.329517759903215,22.346384836527875,22.769998655745464
2026-05-19,-12.55175414151101,-9.508884013086414,-7.074425406202348,-4.2234073601125015,-2.379761717174929,-0.42543639091174007,1.9205025196811985,4.013609832543463,5.997549637968983,8.15343215985454,10.449789388982603,12.737477988740173,14.78247087423174,17.00506442937953,18.544666336256537,19.505966041219157,20.57282808471527,21.41992004260458,19.959043754658275,19.181143536249003,18.312473692475947,17.69686922638326,17.185383468281575,16.63579968242891,16.236228659382615,16.33009246904406,16.797909672030702,17.059156964533102,17.561394983546577,18.18966174089783,18.67426036819044,19.106015093347068,19.199432469943275,19.216763955139932,19.035700951669273,18.964212549179198,18.653921177844126,18.234861884828106,18.02665364575756,17.950779638939085,17.76437860454818,17.642192840372303,17.56278416867137,17.861545862235708,18.083787002324822,18.238167337703214
2026-05-20,-8.203323094701268,-5.777014130382487,-3.375209924815076,-0.5181364937385686,1.9817339761794572,3.9257005172116917,5.8283645295430215,8.072876115147768,10.139809566712826,12.137711207403838,14.52490410692997,16.969938188430657,19.092059637217663,21.24972140694841,23.401223281209866,24.49661963431267,25.607474941503718,26.58275596191751,26.578763223909917,25.178002877295214,24.420189272761913,23.56757432632258,23.153865662400953,22.70433743300482,22.14191556449865,21.868108379707227,22.32870940108593,22.719816831971517,23.051760698884106,23.73503440822495,24.308745241114142,24.71320971359893,25.17713241430827,25.118687215011587,25.078682616737847,24.907978167393818,24.677401719904303,24.438378707652802,24.018846756084585,23.93983237598753,23.782233510572322,23.635504866504593,23.50602056889554,23.612129374425425,23.973199837536846,24.00065115618891
2026-05-21,-7.742830294462976,-5.2631540475177845,-2.589502768796121,-0.3627527603292783,2.330434707746486,4.116363218742544,6.036504255620994,8.357690069282404,10.453237834963875,12.45613763399886,14.637871497058708,16.967001844085583,19.29599343444687,21.392461353546125,23.669434284725863,25.27450839642104,26.306575189463384,27.442593123209015,28.358574514946156,26.96094416875539,26.235809622227872,25.410417606270347,24.832923573251563,24.355018489881928,23.833439166332703,23.460084611494214,23.5867171585044,24.0937959604934,24.389059904510443,24.93014466049763,25.600037088154902,26.122455139483204,26.590273568417665,26.709957464797935,26.750348080008244,26.585309676848144,26.531841454285658,26.230816540712414,25.815926951527384,25.61749925522096,25.55494311217669,25.377090114567263,25.264874068648613,25.19625845184169,25.51951547088429,25.7631319897306
2026-05-22,-5.005410594163389,-1.9952675887722124,0.11844609516578129,2.310184952181585,4.993657455430687,7.392993786350657,9.298495956682583,11.183577003934099,13.410997185538998,15.481169122131682,17.494422943360124,19.89295041898549,22.355919180111236,24.511275931125486,26.70601413452911,28.898820197628982,30.059302003216825,31.233787980170497,32.2736179896826,32.34387273064366,31.02213305555947,30.327164737112945,29.52919914499659,29.16288396386484,28.755599313606094,28.23008647007225,27.990766009811907,28.489481758756835,28.917195366152903,29.284179855291658,30.00595796629066,30.616535275742496,31.05508998689971,31.553387241294807,31.52033303765352,31.5046094669756,31.354468615332436,31.14181611032196,30.919059971059298,30.51047619509175,30.448480282800674,30.305116535909892,30.171880392504164,30.055393832642018,30.179726023772012,30.56524007102305
2026-05-26,4.9542393821192325,4.896844584148462,7.316719845979685,10.010428792797272,12.320341970335749,15.130682702951423,17.056688942017704,19.130517981982543,21.624618881777895,23.899003218546806,26.08557244140954,28.462711047707977,30.998467975609103,33.53961035008874,35.84304896580529,38.33797957904898,40.13282951984049,41.3261910097518,42.62622928562374,43.6921878328322,42.30603442966752,41.61805180465084,40.81269672074061,40.262579067448115,39.81172826911513,39.307645627284266,38.957344377656646,39.141905759502265,39.73510181055136,40.098035957872256,40.72563989789745,41.49203933932399,42.097889309191416,42.64366019421939,42.81004034847374,42.88858671504794,42.74164533576481,42.71450914185893,42.41539772599407,41.98975558921465,41.798960137515216,41.7555159658222,41.58445785761931,41.48413315396012,41.43058685275256,41.80679588841066
2026-05-27,4.017721076009294,1.1340445693235481,3.9235398816954725,5.975889797515689,8.136084493203327,10.783418490489971,13.188563106187834,15.140254910473228,17.079335758443136,19.352973497686477,21.48177032113879,23.559973132357097,26.016287953840745,28.540318724245072,30.768204436739904,33.03712164296123,35.306407616224824,36.56220756689496,37.829213225951875,38.960819302934766,39.12832556845349,37.90305882724168,37.289260576749825,36.56279380439361,36.261085862033596,35.912109836881115,35.4381650978639,35.24814755636406,35.80192714054737,36.28232628991546,36.699622718565614,37.47620084511895,38.139037868629934,38.62588837716592,39.1726390277047,39.17612476076685,39.195450388963,39.075521458713055,38.88966954016763,38.69156493451315,38.300878138013225,38.26434758315507,38.14286224967046,38.03048130545671,37.934134421535184,38.0849888139589
2026-05-28,8.91596156367443,5.095072317188135,5.153186477587638,7.3392207188088605,9.810220042726263,11.976428808321954,14.61026519261915,16.46978635057352,18.470304038586487,20.86004353258204,23.057946766197087,25.181076100299766,27.48352886972643,29.936568591345868,32.398982131145125,34.64519986186884,37.07134934620137,38.849842416612354,40.068114938499576,41.383610194110744,42.4783781026774,41.26899434975424,40.702832700322425,40.01645328541007,39.56307796730512,39.197178360024196,38.77482759150883,38.49377071590224,38.71955869296105,39.33406950298043,39.72685416096817,40.371969592284486,41.149479131356266,41.77215632635464,42.33625908658073,42.53420631701895,42.64600543828552,42.53863906671984,42.54514185203115,42.28706470063578,41.90451241152495,41.74752107184298,41.731975592586615,41.59135470251626,41.51817072604975,41.48936626758982
2026-05-29,2.6250535739550536,-0.6005984314237608,-2.878298859301879,-0.5321458455259396,1.2519140272524896,3.1581156012915628,5.5056528358337395,7.66659379865383,9.449322138759907,11.229349972547084,13.30873935060588,15.268258235975873,17.188479088005312,19.44667502907663,21.769720445138585,23.83476552940316,25.939126466957653,28.04642514057429,29.252974551737974,30.468347215288144,31.5615182046265,31.788370559127788,30.75666668523595,30.266120473504053,29.66657265154609,29.44576367860171,29.177510951781887,28.791168010670027,28.659773275169425,29.205338581991587,29.682839575662793,30.101543250999192,30.8486807640883,31.49110043978858,31.97137884124654,32.50600866954565,32.54008690271233,32.58730982268868,32.504775137664254,32.3598948569589,32.20219028310886,31.864899999405093,31.853885743756138,31.76314875925351,31.679796122492515,31.6103419337324
2026-06-01,11.292459155295752,10.453047676136356,7.3139864555734455,7.42153632870286,9.440479059984963,11.754158949852043,13.818282855001964,16.331968281406013,18.147358974686483,20.10221881317453,22.428365714227812,24.58337534067937,26.674176994344243,28.938640389416697,31.349995935863273,33.77475086245228,35.99857296153219,38.395892227846474,40.18043946349113,41.43192553530054,42.774881766144624,43.905839399738426,42.82527819923465,42.35186980499325,41.75496508331374,41.376180046064846,41.07660308620441,40.717450455619925,40.491286161692415,40.75549523046771,41.39712067094261,41.82133100583402,42.49104075462358,43.289667033395475,43.9362651851175,44.524844204467534,44.75348874550582,44.89627916520065,44.82226161924629,44.85869697016388,44.63314897566126,44.28312472962037,44.1539435016415,44.1631890850228,44.047745296563455,43.997886174867524
